variableMetadata	accession	description	uniprot_id	limmaM_WT.LAT_diff	limmaM_WT.LAT_BH	limmaM_WT.LAT_signif	limmaF_WT.LAT_diff	limmaF_WT.LAT_BH	limmaF_WT.LAT_signif	limmaWT_M.F_diff_LAT	limmaWT_M.F_BH_LAT	limmaWT_M.F_signif_LAT	limmaLAT_M.F_diff	limmaLAT_M.F_BH	limmaLAT_M.F_signif	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2
Q8R2Y8_Peptidyl-tRNA hydrolase .	sp|Q8R2Y8|PTH2_MOUSE	Peptidyl-tRNA hydrolase 2, mitochondrial  OS=Mus musculus (Mouse) GN=Ptrh2 PE=1 SV=1	Q8R2Y8	-0.147609029749386	0.601048683067837	0	-0.0207377181381823	0.898384266022798	0	-0.240249164660916	0.0265038622441641	1	-0.113377853049712	0.371862191306179	0	-0.0640132515852585	0.657132962996097	0	-0.0328324418417871	0.77820020624517	0	1.00159429522155	0.905512380078287	E	E	E	E	E	E
Q8VDW0_ATP-dependent RNA helica.	sp|Q8VDW0|DX39A_MOUSE	ATP-dependent RNA helicase DDX39A  OS=Mus musculus (Mouse) GN=Ddx39a PE=1 SV=1	Q8VDW0	NA	NA	NA	-0.0399902757210135	0.835552385519655	0	0.230404541432865	0.105556834784013	0	0.117145607410592	0.274944909318126	0	-0.166496193562221	0.231202927019932	0	0.0175236234972296	0.851905436698836	0	0.176829463385085	1.02582862679425	E	E	E	E	E	E
P31001_Desmin	sp|P31001|DESM_MOUSE	Desmin  OS=Mus musculus (Mouse) GN=Des PE=1 SV=3	P31001	-1.09328664342334	0.707794780668701	0	0.10727271997515	0.95358421267387	0	0.416886455402935	0.698429321373763	0	1.61744581880143	0.283217029509134	0	0.09520013572428	0.975447023174039	0	1.09790101413328	0.205294189409095	0	0.464725624169533	0.185694046368234	E	E	E	E	E	E
Q9JM62_Receptor expression-enha.	sp|Q9JM62|REEP6_MOUSE	Receptor expression-enhancing protein 6  OS=Mus musculus (Mouse) GN=Reep6 PE=1 SV=1	Q9JM62	0.142967241340429	0.652413394049885	0	-0.144086832949363	0.171190683960717	0	0.0201417031885747	0.878208541840986	0	-0.266912371101217	0.0281533060402029	1	0.00989487083373319	0.944416756053354	0	-0.0396408224933928	0.702061791297688	0	0.314342067970692	0.0156215735834655	E	E	E	E	E	E
Q9QXT0_Protein canopy homolog 2	sp|Q9QXT0|CNPY2_MOUSE	Protein canopy homolog 2  OS=Mus musculus (Mouse) GN=Cnpy2 PE=1 SV=1	Q9QXT0	-0.180557063390317	0.586578693904628	0	-0.252208700339398	0.0171680007140015	1	0.178869064155176	0.0948384473033294	0	0.107217427206095	0.340545369686558	0	-0.215210612588088	0.00778797343830288	1	0.157885054781474	0.0184987646767747	1	1.78640401728036	1.89749024787941	E	E	E	E	E	E
P68433_Histone H3.1	sp|P68433|H31_MOUSE	Histone H3.1  OS=Mus musculus (Mouse) GN=Hist1h3a PE=1 SV=2	P68433	-0.2728295719564	0.586578693904628	0	0.232251629516689	0.296544082077968	0	-0.0781929563017805	0.722148609498185	0	0.426888245171309	0.0208362433548421	1	0.03689784333368	0.868664482728788	0	-0.0469777994355489	0.771594245626915	0	0.20955490127262	0.233969020635334	E	E	E	E	E	E
Q9QYR9_Acyl-coenzyme A thioeste.	sp|Q9QYR9|ACOT2_MOUSE	Acyl-coenzyme A thioesterase 2, mitochondrial  OS=Mus musculus (Mouse) GN=Acot2 PE=1 SV=2	Q9QYR9	0.186519976147228	0.839990445136415	0	-0.0287658046621679	0.875200778376066	0	0.68811689648053	0.0146927252327641	1	0.472831115671134	0.231982081370524	0	0.327955735411983	0.140441211030096	0	0.600374966300954	0.000858070811961437	1	0.223092885016209	1.37542124462543	E	E	E	E	E	E
Q9EQU5_Protein SET	sp|Q9EQU5|SET_MOUSE	Protein SET  OS=Mus musculus (Mouse) GN=Set PE=1 SV=1	Q9EQU5	-0.10108486227767	0.652794058524063	0	-0.0862134099378586	0.438881669360665	0	0.0273547480679461	0.779332950588122	0	0.0422262004077574	0.707817817525458	0	-0.190940745089549	0.0261886939471188	1	0.0931230165291801	0.174768625328243	0	1.10248959004926	2.00231307085357	E	E	E	E	E	E
P59325_Eukaryotic translation i.	sp|P59325|IF5_MOUSE	Eukaryotic translation initiation factor 5  OS=Mus musculus (Mouse) GN=Eif5 PE=1 SV=1	P59325	-0.0970933846574269	0.697785043255174	0	0.02601248769016	0.80025443112792	0	-0.254139203277624	0.00641865330370963	1	-0.131033330930038	0.238345032132792	0	-0.12445380901233	0.119265378698773	0	-0.275903441226436	4.48371433848706e-05	1	0.599417447794182	1.25451607313063	E	E	E	E	E	E
P70266_6-phosphofructo-2-kinase.	sp|P70266|F261_MOUSE	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1  OS=Mus musculus (Mouse) GN=Pfkfb1 PE=1 SV=2	P70266	-0.1590140631038	0.601964091599484	0	-0.194311128873927	0.543084584797276	0	-0.698511983126753	5.37330861762047e-05	1	-0.73380904889688	0.0248008629173216	1	-0.12772577113661	0.352935614379362	0	-0.645880477109429	1.69256641550212e-08	1	0.978095252951892	0.769108053819245	E	E	E	E	E	E
P99025_GTP cyclohydrolase 1 fee.	sp|P99025|GFRP_MOUSE	GTP cyclohydrolase 1 feedback regulatory protein  OS=Mus musculus (Mouse) GN=Gchfr PE=1 SV=3	P99025	0.202629287389069	0.555780707461771	0	-0.150741213217767	0.315320706474597	0	0.197375311679441	0.069947433825444	0	-0.155995188927395	0.332569087147494	0	-0.209242927912946	0.0425343755705681	1	0.188370719314332	0.0261272951729193	1	0.157772883511373	1.15230062104426	E	E	E	E	E	E
Q9Z2Y8_Pyridoxal phosphate home.	sp|Q9Z2Y8|PLPHP_MOUSE	Pyridoxal phosphate homeostasis protein  OS=Mus musculus (Mouse) GN=Plpbp PE=1 SV=1	Q9Z2Y8	0.0868348326433974	0.708780108944153	0	-0.0665145316800348	0.448003804119488	0	0.0592194707244644	0.426019124587068	0	-0.0941298935989678	0.434804466274914	0	-0.0707447193181352	0.209928236054529	0	0.0395280475202675	0.385780345196003	0	0.339016149331948	1.22480534431565	E	E	E	E	E	E
P63030_Mitochondrial pyruvate c.	sp|P63030|MPC1_MOUSE	Mitochondrial pyruvate carrier 1  OS=Mus musculus (Mouse) GN=Mpc1 PE=1 SV=1	P63030	0.0733850340508972	0.838285219538927	0	-0.30892634837911	0.0740361151394153	0	0.756600804162289	0.000231146015057225	1	0.374289421732282	0.0226865222979635	1	-0.23924821612859	0.0204096132494005	1	0.709004339494975	1.64772924963835e-08	1	0.605876076134801	0.854451693096833	E	E	E	E	E	E
Q9D880_Mitochondrial import inn.	sp|Q9D880|TIM50_MOUSE	Mitochondrial import inner membrane translocase subunit TIM50  OS=Mus musculus (Mouse) GN=Timm50 PE=1 SV=1	Q9D880	-0.0330480831938154	0.882338768731734	0	-0.0352362223117346	0.838371086980409	0	0.0905801187174156	0.365932786800179	0	0.0883919795994963	0.540642679449111	0	-0.0269640731914969	0.736812695176029	0	0.170230442924925	0.0109146387268687	1	0.337254207270613	0.362666637515102	E	E	E	E	E	E
P27786_Steroid 17-alpha-hydroxy.	sp|P27786|CP17A_MOUSE	Steroid 17-alpha-hydroxylase/17,20 lyase  OS=Mus musculus (Mouse) GN=Cyp17a1 PE=1 SV=1	P27786	0.395360782776415	0.839990445136415	0	-0.426045265912251	0.457891803909834	0	5.33183511032362	7.06063398655679e-07	1	4.51042906163496	0.000308990843860435	1	0.773600539410857	0.322908049172766	0	4.75933867355437	3.94511269832204e-11	1	0.214688205054938	0.745838035956563	E	E	E	E	E	C
P21619_Lamin-B2	sp|P21619|LMNB2_MOUSE	Lamin-B2  OS=Mus musculus (Mouse) GN=Lmnb2 PE=1 SV=2	P21619	0.5824385531666	0.726366021413399	0	-0.519626052273271	0.508370167576271	0	0.798507343818365	0.261089020609057	0	-0.303557261621506	0.723642577600635	0	0.27732951248759	0.5999058176463	0	0.551788405700961	0.113459694565736	0	0.252764085143248	0.605667156717672	E	E	E	E	E	E
P28063_Proteasome subunit beta .	sp|P28063|PSB8_MOUSE	Proteasome subunit beta type-8  OS=Mus musculus (Mouse) GN=Psmb8 PE=1 SV=2	P28063	0.269634783097885	0.903348313061548	0	-0.706130248924062	0.571946570760816	0	1.89520372334256	0.00550705379144822	1	0.919438691320615	0.541177555499321	0	-0.280514322482453	0.5999058176463	0	2.22769214829539	3.76590745277898e-05	1	0.124308413668221	0.112487309741625	E	E	E	E	E	E
P15327_Bisphosphoglycerate muta.	sp|P15327|PMGE_MOUSE	Bisphosphoglycerate mutase  OS=Mus musculus (Mouse) GN=Bpgm PE=1 SV=2	P15327	0.171174739428814	0.653626655537549	0	-0.270256842088493	0.214687163310317	0	0.102780513750488	0.502118520100651	0	-0.338651067766818	0.139991371802861	0	-0.143039685567569	0.346516574001848	0	-0.0470691183064851	0.753213995682368	0	0.380576231769165	0.761327232624024	E	E	E	E	E	E
Q99JI6_Ras-related protein Rap-.	sp|Q99JI6|RAP1B_MOUSE	Ras-related protein Rap-1b  OS=Mus musculus (Mouse) GN=Rap1b PE=1 SV=2	Q99JI6	-0.0101087369143826	0.974953156543705	0	-0.194316734806218	0.040163174115376	1	0.261041689355789	0.0039590198879412	1	0.0768336914639534	0.433655199686553	0	-0.182632578725872	0.00251040915186489	1	0.287020878507651	3.48512212525168e-06	1	1.17494570561465	1.42973944125893	E	E	E	E	E	E
Q3TC72_Fumarylacetoacetate hydr.	sp|Q3TC72|FAHD2_MOUSE	Fumarylacetoacetate hydrolase domain-containing protein 2A  OS=Mus musculus (Mouse) GN=Fahd2 PE=1 SV=1	Q3TC72	-0.00780875394190161	0.982211393295464	0	-0.225958316219515	0.153062882697837	0	0.203813239624111	0.0101130564808425	1	-0.0143363226535023	0.945758381641147	0	-0.0659328740757665	0.317427326295668	0	0.246279683788632	0.000120062139854735	1	1.17403584180926	0.659691150712074	E	E	E	E	E	E
P35980_60S ribosomal protein L18	sp|P35980|RL18_MOUSE	60S ribosomal protein L18  OS=Mus musculus (Mouse) GN=Rpl18 PE=1 SV=3	P35980	-0.0625607054937163	0.707794780668701	0	-0.28673404072536	0.0033247294593218	1	0.16214690032546	0.037974678495948	1	-0.0620264349061834	0.320406756888508	0	-0.197497969532737	0.0021942291251435	1	0.134947262707048	0.0113708042127104	1	2.49819118158861	2.19402084577277	E	E	E	E	E	E
Q283N4_2-oxo-4-hydroxy-4-carbox.	sp|Q283N4|URAD_MOUSE	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase  OS=Mus musculus (Mouse) GN=Urad PE=1 SV=1	Q283N4	0.165607840482444	0.745014304767913	0	0.0628382384277018	0.865780980646371	0	0.428399392908684	0.140487802045845	0	0.325629790853942	0.120592588287994	0	-0.0999419968064288	0.561850352928605	0	0.488881879915365	0.00112272281766807	1	0.611474434549351	0.356606293314085	E	E	E	E	E	E
Q9DBC0_Selenoprotein O	sp|Q9DBC0|SELO_MOUSE	Selenoprotein O  OS=Mus musculus (Mouse) GN=Selenoo PE=1 SV=4	Q9DBC0	-0.188388289365786	0.908250952828907	0	0.152258150343759	0.734555720773366	0	-0.15326518182129	0.695399196426055	0	0.187381257888255	0.826078809605502	0	0.241743302149946	0.666677878539975	0	0.282300787210765	0.478774996229783	0	0.171813437808962	0.328105723359518	E	E	E	E	E	E
Q9CXT8_Mitochondrial-processing.	sp|Q9CXT8|MPPB_MOUSE	Mitochondrial-processing peptidase subunit beta  OS=Mus musculus (Mouse) GN=Pmpcb PE=1 SV=1	Q9CXT8	-0.0680443594384563	0.793773000080498	0	-0.0560351656755813	0.677625952860734	0	-0.0961031347520347	0.386659857021843	0	-0.0840939409891597	0.541101324503788	0	-0.0674927248915616	0.437036395822472	0	-0.0744718790458236	0.264899308515397	0	0.806115409898525	1.16411703404324	E	E	E	E	E	E
P62270_40S ribosomal protein S18	sp|P62270|RS18_MOUSE	40S ribosomal protein S18  OS=Mus musculus (Mouse) GN=Rps18 PE=1 SV=3	P62270	-0.1052447604809	0.571459571996972	0	-0.277113129032568	0.00521740821442878	1	0.0380926148584066	0.626234240093535	0	-0.133775753693261	0.0460015567940179	1	-0.194689949221274	0.00178227637315045	1	-0.00699080952817255	0.992959749923879	0	2.73449871844537	2.51533627005015	B	E	E	E	E	E
O35403_Amine sulfotransferase	sp|O35403|ST3A1_MOUSE	Amine sulfotransferase  OS=Mus musculus (Mouse) GN=Sult3a1 PE=2 SV=1	O35403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O89017_Legumain	sp|O89017|LGMN_MOUSE	Legumain  OS=Mus musculus (Mouse) GN=Lgmn PE=1 SV=1	O89017	-0.177907512746788	0.571459571996972	0	0.00168972308340187	0.990345850610387	0	-0.118393586105302	0.275864865521422	0	0.061203649724888	0.640230852400101	0	-0.0843930787382305	0.352935614379362	0	-0.0939938651451016	0.185761416543381	0	0.820355045598915	1.02111725981756	E	E	E	E	E	E
Q9CZX8_40S ribosomal protein S19	sp|Q9CZX8|RS19_MOUSE	40S ribosomal protein S19  OS=Mus musculus (Mouse) GN=Rps19 PE=1 SV=3	Q9CZX8	-0.107182050313526	0.596399535215131	0	-0.281729732271209	0.0108533997511214	1	0.0428045920891265	0.608756696262758	0	-0.131743089868557	0.131755140244041	0	-0.231687841807425	0.000463991745098333	1	0.0148920746103585	0.699985545527792	0	2.6235648245952	2.62389615915646	B	E	E	E	E	E
P31786_Acyl-CoA-binding protein	sp|P31786|ACBP_MOUSE	Acyl-CoA-binding protein  OS=Mus musculus (Mouse) GN=Dbi PE=1 SV=2	P31786	-0.0971716914105407	0.724846604089816	0	-0.446888140934529	0.0326415873991945	1	0.0483890297653709	0.799539426470789	0	-0.301327419758618	0.0195243123664439	1	-0.547863154981201	2.58585032649573e-05	1	0.182067818847035	0.0448129743592211	1	1.78931863761547	2.40029994514848	E	E	E	E	E	E
P26040_Ezrin	sp|P26040|EZRI_MOUSE	Ezrin  OS=Mus musculus (Mouse) GN=Ezr PE=1 SV=3	P26040	0.0467740404877723	0.923118773757611	0	0.0452649962756162	0.863603634998068	0	0.293069726866101	0.166391526849672	0	0.291560682653945	0.115811071945876	0	-0.0133487432819592	0.935540570447399	0	0.203383941559892	0.160704681319288	0	0.113940231480835	0.107274630756046	E	E	E	E	E	E
Q91YP0_L-2-hydroxyglutarate deh.	sp|Q91YP0|L2HDH_MOUSE	L-2-hydroxyglutarate dehydrogenase, mitochondrial  OS=Mus musculus (Mouse) GN=L2hgdh PE=1 SV=1	Q91YP0	-0.0107764319878569	0.979506225884289	0	-0.114647866801686	0.174521428625602	0	0.152583874422174	0.2102502438773	0	0.0487124396083445	0.598371175211349	0	-0.0594652318528759	0.44405062079828	0	0.153913444601461	0.0169063539322234	1	0.455403502233311	0.366173135098528	E	E	E	E	E	E
Q9CQ92_Mitochondrial fission 1 .	sp|Q9CQ92|FIS1_MOUSE	Mitochondrial fission 1 protein  OS=Mus musculus (Mouse) GN=Fis1 PE=1 SV=1	Q9CQ92	-0.0688366977234871	0.748858057017518	0	-0.257732603275311	0.0735294958841184	0	0.191784345325946	0.0738063072871878	0	0.00288843977412157	0.98821214278153	0	-0.24763410235073	0.000346083109687662	1	0.229705333877522	0.000173846447364348	1	1.47926797916156	1.99424434950968	E	E	E	E	E	E
P50516_V-type proton ATPase cat.	sp|P50516|VATA_MOUSE	V-type proton ATPase catalytic subunit A  OS=Mus musculus (Mouse) GN=Atp6v1a PE=1 SV=2	P50516	0.0452607398425151	0.982925371411243	0	0.684280992234893	0.222025785457347	0	0.248353922013802	0.729615686247187	0	0.88737417440618	0.0622418355630122	0	0.311902602364778	0.513353570148635	0	0.0996407309998091	0.822195242726075	0	1.07084863315869	0.879246145393682	E	E	E	E	E	E
P63158_High mobility group prot.	sp|P63158|HMGB1_MOUSE	High mobility group protein B1  OS=Mus musculus (Mouse) GN=Hmgb1 PE=1 SV=2	P63158	0.0467901740492564	0.908250952828907	0	-0.259511879886055	0.105180728506446	0	0.41950878435593	0.0155257011376158	1	0.113206730420618	0.46911709747914	0	0.0393628355846189	0.85945926212574	0	0.178004540330491	0.130734773480218	0	0.939938806326656	0.374807433071143	E	E	E	E	E	E
Q9DCN1_Peroxisomal NADH pyropho.	sp|Q9DCN1|NUD12_MOUSE	Peroxisomal NADH pyrophosphatase NUDT12  OS=Mus musculus (Mouse) GN=Nudt12 PE=1 SV=1	Q9DCN1	0.00562217702734102	0.982925371411243	0	0.0555914205142685	0.691028034745773	0	-0.292854437346623	0.0122112781967014	1	-0.242885193859696	0.0135889863284235	1	0.0252910362733871	0.740540798253025	0	-0.355031714891759	4.90716063848089e-05	1	0.00257176667597858	0.184198277686302	E	E	E	E	E	E
P61202_COP9 signalosome complex.	sp|P61202|CSN2_MOUSE	COP9 signalosome complex subunit 2  OS=Mus musculus (Mouse) GN=Cops2 PE=1 SV=1	P61202	0.0823777229721578	0.725845375156762	0	0.00769896543378223	0.973417082639943	0	0.0158205620564296	0.929971116694037	0	-0.058858195481946	0.451926086315383	0	0.0757621398977122	0.527701897383985	0	-0.0100265598254943	0.902694773149461	0	0.0755124867203055	0.476643655549373	E	E	E	E	E	E
P12265_Beta-glucuronidase	sp|P12265|BGLR_MOUSE	Beta-glucuronidase  OS=Mus musculus (Mouse) GN=Gusb PE=1 SV=2	P12265	-0.881024239556428	0.648855163035834	0	0.282456496295101	0.516502032018625	0	-1.25528493797876	0.00766433376388693	1	-0.0918042021272356	0.929129681129215	0	-0.34360363436263	0.627451996597956	0	-1.51928547863673	0.000424554338571662	1	0.34746492375763	0.609083306033431	E	E	E	E	E	E
P13516_Acyl-CoA desaturase 1	sp|P13516|ACOD1_MOUSE	Acyl-CoA desaturase 1  OS=Mus musculus (Mouse) GN=Scd1 PE=1 SV=2	P13516	0.512059169117073	0.562983697953191	0	0.931193692420567	0.0409509370869752	1	-0.84265826878773	0.0360055791678807	1	-0.423523745484236	0.14156461199541	0	0.678037871733174	0.0100396902143435	1	-0.876608181465613	0.000302751503121476	1	1.58530868998703	1.4591194633192	E	E	E	E	E	E
Q9CZ30_Obg-like ATPase 1	sp|Q9CZ30|OLA1_MOUSE	Obg-like ATPase 1  OS=Mus musculus (Mouse) GN=Ola1 PE=1 SV=1	Q9CZ30	-0.0362848464823564	0.899649546957238	0	0.00642535279501999	0.956200069133445	0	-0.270757790196537	0.0073662775773753	1	-0.228047590919161	0.0487777014641816	1	-0.0663568797878185	0.582868048510373	0	-0.103246831725723	0.208607876007209	0	0.518736964963484	0.958712090872065	E	E	E	E	E	E
P41317_Mannose-binding protein C	sp|P41317|MBL2_MOUSE	Mannose-binding protein C  OS=Mus musculus (Mouse) GN=Mbl2 PE=1 SV=2	P41317	-1.24823220645593	0.64842761999432	0	0.388315720309951	0.505546508039739	0	2.55809427827267	0.00463772698949351	1	4.19464220503855	0.00118242294948793	1	0.14285227343338	0.975447023174039	0	2.64621012627193	0.000348256926953486	1	0.0812821263805824	0.392625221821223	E	E	E	E	E	E
P51863_V-type proton ATPase sub.	sp|P51863|VA0D1_MOUSE	V-type proton ATPase subunit d 1  OS=Mus musculus (Mouse) GN=Atp6v0d1 PE=1 SV=2	P51863	-0.288388883835072	0.557602017689326	0	0.443502317435094	0.712928817791757	0	-1.35833561618645	0.100672685793282	0	-0.626444414916282	0.167500937455829	0	-0.186519721360668	0.857839775663969	0	-1.3635102381934	0.00511626939054114	1	0.134319999120194	0.383153346577324	E	E	E	E	E	E
Q91WS0_CDGSH iron-sulfur domain.	sp|Q91WS0|CISD1_MOUSE	CDGSH iron-sulfur domain-containing protein 1  OS=Mus musculus (Mouse) GN=Cisd1 PE=1 SV=1	Q91WS0	0.0850565409120989	0.639440297283048	0	-0.280544330389208	0.00730442812470019	1	0.178708467033932	0.00754510912921642	1	-0.186892404267375	0.0689055808638089	0	-0.218168954996646	0.000346083109687662	1	0.0895834237073068	0.0558437708192114	0	1.42919513224658	2.22993868189034	E	E	E	E	E	E
Q60692_Proteasome subunit beta .	sp|Q60692|PSB6_MOUSE	Proteasome subunit beta type-6  OS=Mus musculus (Mouse) GN=Psmb6 PE=1 SV=3	Q60692	-0.0405738787320722	0.798236225658984	0	-0.122196592001522	0.167232796650812	0	-0.0742892234806902	0.353461129026449	0	-0.15591193675014	0.0452960331799469	1	-0.0943384790151747	0.137747050103445	0	-0.0772217335358505	0.147170426203388	0	1.32729347453713	1.50827786001586	E	E	E	E	E	E
Q9DCJ5_NADH dehydrogenase [ubiq.	sp|Q9DCJ5|NDUA8_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8  OS=Mus musculus (Mouse) GN=Ndufa8 PE=1 SV=3	Q9DCJ5	-0.0266082785247299	0.879724074828085	0	-0.182527649032682	0.0172089191812456	1	-0.10792015956423	0.0763630532790363	0	-0.263839530072183	0.00478420010316538	1	-0.0867672325969231	0.240221448361904	0	-0.182763943022351	0.00162359114234065	1	1.51477429968324	1.12956919923477	E	E	E	E	E	E
P45376_Aldose reductase	sp|P45376|ALDR_MOUSE	Aldose reductase  OS=Mus musculus (Mouse) GN=Akr1b1 PE=1 SV=3	P45376	0.0451140240607302	0.773670556121794	0	-0.107446380240102	0.390278036730115	0	0.351965526623452	0.00122967337297062	1	0.19940512232262	0.0486567743148039	1	-0.0974977411739566	0.241777972648047	0	0.283469903037428	0.000331895995348802	1	0.218064601191331	0.663969583762925	E	E	E	E	E	E
Q91WK5_Glycine cleavage system .	sp|Q91WK5|GCSH_MOUSE	Glycine cleavage system H protein, mitochondrial  OS=Mus musculus (Mouse) GN=Gcsh PE=1 SV=2	Q91WK5	0.603670683947414	0.666282617562849	0	0.0409751662296962	0.93393066700417	0	0.618945072324131	0.256059241726184	0	0.0562495546064135	0.889530565837418	0	0.140192507975907	0.802544545715851	0	0.573433085241767	0.0642226174802658	0	0.754286970094315	0.448125413756625	E	E	E	E	E	E
Q9DCP2_Sodium-coupled neutral a.	sp|Q9DCP2|S38A3_MOUSE	Sodium-coupled neutral amino acid transporter 3  OS=Mus musculus (Mouse) GN=Slc38a3 PE=1 SV=1	Q9DCP2	0.687817020104315	0.586578693904628	0	0.393051497367885	0.504382205308407	0	0.584943881961141	0.215633796568957	0	0.290178359224711	0.6086486402472	0	0.276933716459638	0.481291214281863	0	0.102935635043245	0.77820020624517	0	1.37376272561007	0.876950089177543	E	E	E	E	E	E
P54822_Adenylosuccinate lyase	sp|P54822|PUR8_MOUSE	Adenylosuccinate lyase  OS=Mus musculus (Mouse) GN=Adsl PE=1 SV=2	P54822	0.106366101030414	0.695897075574279	0	0.0192535762689943	0.892905478205893	0	0.193916431017723	0.0794412033619297	0	0.106803906256303	0.337856544995594	0	0.0828405227225062	0.368888180776232	0	0.17664737920661	0.00933889037497872	1	0.743528772650177	0.908383642433129	E	E	E	E	E	E
Q9D6J6_NADH dehydrogenase [ubiq.	sp|Q9D6J6|NDUV2_MOUSE	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial  OS=Mus musculus (Mouse) GN=Ndufv2 PE=1 SV=2	Q9D6J6	0.0314496931568868	0.917133943108119	0	0.0228370073304696	0.907369761080138	0	-0.180578238970423	0.148637107922383	0	-0.18919092479684	0.196972437968302	0	-0.0603928817143569	0.594383193836968	0	-0.00458860142171957	0.98194155439063	0	0.0175669283031403	1.0031859280637	E	E	E	E	E	E
Q9CQ65_S-methyl-5'-thioadenosin.	sp|Q9CQ65|MTAP_MOUSE	S-methyl-5'-thioadenosine phosphorylase  OS=Mus musculus (Mouse) GN=Mtap PE=1 SV=1	Q9CQ65	-0.0589789103952612	0.886085609157978	0	-0.0378431746696535	0.815403791031937	0	0.17403974310567	0.239487787894069	0	0.195175478831278	0.234139992169359	0	-0.274721893120219	0.410934690625798	0	0.42576521743403	0.109722767601208	0	0.389610684905647	0.751839202798576	E	E	E	E	E	E
Q6ZWN5_40S ribosomal protein S9	sp|Q6ZWN5|RS9_MOUSE	40S ribosomal protein S9  OS=Mus musculus (Mouse) GN=Rps9 PE=1 SV=3	Q6ZWN5	-0.0584612856090594	0.653626655537549	0	-0.209313787021344	0.00268648946098497	1	0.0388631335749317	0.479840648036427	0	-0.111989367837353	0.027307962758783	1	-0.114920649941936	0.0152036414876594	1	0.0464323132768527	0.212531389487292	0	2.71809278846895	2.19113248067741	B	E	E	E	E	E
Q9WUQ2_Prolactin regulatory ele.	sp|Q9WUQ2|PREB_MOUSE	Prolactin regulatory element-binding protein  OS=Mus musculus (Mouse) GN=Preb PE=1 SV=1	Q9WUQ2	-0.118323652332144	0.78949316699267	0	-0.114892411290828	0.411459900657877	0	0.0770723280914325	0.632403520525281	0	0.0805035691327483	0.707187238255578	0	0.0226234958670304	0.916307855534325	0	0.0929802690275672	0.392709867673194	0	1.14229911348027	0.0470017146550201	E	E	E	E	E	E
Q9Z0R9_Fatty acid desaturase 2	sp|Q9Z0R9|FADS2_MOUSE	Fatty acid desaturase 2  OS=Mus musculus (Mouse) GN=Fads2 PE=1 SV=1	Q9Z0R9	-0.00886712849221638	0.982925371411243	0	-0.0441905459891281	0.775199331646087	0	0.280848211524312	0.0286655728120275	1	0.2455247940274	0.130122907413009	0	-0.0524357175992058	0.636153568803161	0	0.164339371384969	0.0510037989489454	0	0.0182478287529154	0.280153193324219	E	E	E	E	E	E
P19253_60S ribosomal protein L1.	sp|P19253|RL13A_MOUSE	60S ribosomal protein L13a  OS=Mus musculus (Mouse) GN=Rpl13a PE=1 SV=4	P19253	-0.141128718232643	0.555780707461771	0	-0.199810312951879	0.149964185158335	0	0.0412893964775556	0.748392604982947	0	-0.01739219824168	0.84130607502948	0	-0.144119021399341	0.0920220841059312	0	0.0724755059484004	0.284704467632698	0	2.21220196214345	1.82005832692908	E	E	E	E	E	E
Q3TMH2_Secernin-3	sp|Q3TMH2|SCRN3_MOUSE	Secernin-3  OS=Mus musculus (Mouse) GN=Scrn3 PE=1 SV=1	Q3TMH2	0.0663392931154867	0.767403100011825	0	0.0442823096025577	0.773835544115127	0	-0.0984276150820023	0.424671177454583	0	-0.120484598594931	0.280612609538527	0	0.042424562514551	0.622347657350802	0	-0.101556257749525	0.111130050462051	0	0.243010837320722	0.242401345383915	E	E	E	E	E	E
Q9DC70_NADH dehydrogenase [ubiq.	sp|Q9DC70|NDUS7_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial  OS=Mus musculus (Mouse) GN=Ndufs7 PE=1 SV=1	Q9DC70	-0.0414783988643173	0.907279700622589	0	-0.374690839163168	0.247400923273481	0	-0.0313719572704017	0.818473831913125	0	-0.364584397569253	0.302110470137675	0	-0.179755903272568	0.0403317208544558	1	0.0044573384531077	0.896820441424152	0	1.11273818903101	1.86805600009107	E	E	E	E	E	E
Q925N2_Sideroflexin-2	sp|Q925N2|SFXN2_MOUSE	Sideroflexin-2  OS=Mus musculus (Mouse) GN=Sfxn2 PE=1 SV=1	Q925N2	-0.315583817320856	0.801918620442288	0	0.118821619914904	0.598677152823082	0	0.542660347041807	0.00326289883493645	1	0.977065784277567	0.166765478444074	0	-0.187152844334268	0.699256911542116	0	0.787983814803599	0.039122035876565	1	0.16111757600446	0.426492021044162	E	E	E	E	E	E
