variableMetadata	set	gene	accession	description	uniprot_id	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
O09172_Glutamate--cysteine liga.	proteomics_plasma	LAT	sp|O09172|GSH0_MOUSE	Glutamate--cysteine ligase regulatory subunit  OS=Mus musculus (Mouse) GN=Gclm PE=1 SV=1	O09172	0.464903859755754	0.539667777303147	0	1.3578713265272	0.00871730058934846	1	0.530140505034442		0
P01680_Ig kappa chain V-IV regi.	proteomics_plasma	LAT	sp|P01680|KV4A1_MOUSE	Ig kappa chain V-IV region S107B  OS=Mus musculus (Mouse) PE=4 SV=1	P01680	-0.68530768846303	0.543245428820694	0	0.215465691797483	0.795010368185403	0	0.823628061708666		0
P18760_Cofilin-1	proteomics_plasma	LAT	sp|P18760|COF1_MOUSE	Cofilin-1  OS=Mus musculus (Mouse) GN=Cfl1 PE=1 SV=3	P18760	0.543962505490221	0.543245428820694	0	0.171840944402955	0.804639855494231	0	0.942465381496427		0
P14152_Malate dehydrogenase, cy.	proteomics_plasma	LAT	sp|P14152|MDHC_MOUSE	Malate dehydrogenase, cytoplasmic  OS=Mus musculus (Mouse) GN=Mdh1 PE=1 SV=3	P14152	-0.540969154823802	0.550049301846131	0	1.1946290079783	0.0552864133101465	0	0.575402351243361		0
O09131_Glutathione S-transferas.	proteomics_plasma	LAT	sp|O09131|GSTO1_MOUSE	Glutathione S-transferase omega-1  OS=Mus musculus (Mouse) GN=Gsto1 PE=1 SV=2	O09131	0.217852482130429	0.550049301846131	0	0.0544947081240288	0.851820776884986	0	1.23824200933138		0
A2ASS6_Titin	proteomics_plasma	LAT	sp|A2ASS6|TITIN_MOUSE	Titin  OS=Mus musculus (Mouse) GN=Ttn PE=1 SV=1	A2ASS6	-0.139988249794783	0.550049301846131	0	-0.313948183355574	0.0479539443765372	1	0.72110772255021		0
P01665_Ig kappa chain V-III reg.	proteomics_plasma	LAT	sp|P01665|KV3AD_MOUSE	Ig kappa chain V-III region PC 7043  OS=Mus musculus (Mouse) PE=1 SV=1	P01665	-0.489115880026151	0.55386004074997	0	0.780316346194034	0.147427487467851	0	0.727176534043984		0
P05208_Chymotrypsin-like elasta.	proteomics_plasma	LAT	sp|P05208|CEL2A_MOUSE	Chymotrypsin-like elastase family member 2A  OS=Mus musculus (Mouse) GN=Cela2a PE=1 SV=1	P05208	0.545222113605586	0.554664864926619	0	-1.4213104002232	0.0288939107428423	1	1.0722156134388		0
P01942_Hemoglobin subunit alpha	proteomics_plasma	LAT	sp|P01942|HBA_MOUSE	Hemoglobin subunit alpha  OS=Mus musculus (Mouse) GN=Hba PE=1 SV=2	P01942	0.449370076589197	0.554664864926619	0	0.714213690299367	0.147427487467851	0	0.942660767499585		0
Q64442_Sorbitol dehydrogenase	proteomics_plasma	LAT	sp|Q64442|DHSO_MOUSE	Sorbitol dehydrogenase  OS=Mus musculus (Mouse) GN=Sord PE=1 SV=3	Q64442	0.433815182896979	0.554664864926619	0	-0.428652029002116	0.394038097141323	0	1.13361947747945		0
P11087_Collagen alpha-1(I) chain	proteomics_plasma	LAT	sp|P11087|CO1A1_MOUSE	Collagen alpha-1(I) chain  OS=Mus musculus (Mouse) GN=Col1a1 PE=1 SV=4	P11087	-0.145205955374621	0.554664864926619	0	0.518006453017296	0.00378115456736025	1	0.910395369235525		0
P07309_Transthyretin	proteomics_plasma	LAT	sp|P07309|TTHY_MOUSE	Transthyretin  OS=Mus musculus (Mouse) GN=Ttr PE=1 SV=1	P07309	0.0878217500037053	0.554664864926619	0	-0.322364402646482	0.00311527810793787	1	0.769698062776272		0
P43025_Tetranectin	proteomics_plasma	LAT	sp|P43025|TETN_MOUSE	Tetranectin  OS=Mus musculus (Mouse) GN=Clec3b PE=1 SV=2	P43025	0.0835688049119447	0.554664864926619	0	0.5398181545341	2.0953767746174e-06	1	0.361812113134382		0
P13634_Carbonic anhydrase 1	proteomics_plasma	LAT	sp|P13634|CAH1_MOUSE	Carbonic anhydrase 1  OS=Mus musculus (Mouse) GN=Ca1 PE=1 SV=4	P13634	0.504709106056687	0.55540931062964	0	0.547471723718534	0.34444909439891	0	0.963376842918529		0
P01750_Ig heavy chain V region .	proteomics_plasma	LAT	sp|P01750|HVM06_MOUSE	Ig heavy chain V region 102  OS=Mus musculus (Mouse) PE=1 SV=1	P01750	0.946877538840859	0.560646994108898	0	1.65258683217833	0.12389423338842	0	0.883191611629983		0
P01902_H-2 class I histocompati.	proteomics_plasma	LAT	sp|P01902|HA1D_MOUSE	H-2 class I histocompatibility antigen, K-D alpha chain  OS=Mus musculus (Mouse) GN=H2-K1 PE=1 SV=1	P01902	0.381697211344687	0.560646994108898	0	0.724745802741324	0.0991622845446455	0	0.948771360057786		0
Q61704_Inter-alpha-trypsin inhi.	proteomics_plasma	LAT	sp|Q61704|ITIH3_MOUSE	Inter-alpha-trypsin inhibitor heavy chain H3  OS=Mus musculus (Mouse) GN=Itih3 PE=1 SV=3	Q61704	0.0994307816433668	0.560646994108898	0	-0.0279674707793411	0.831626185804694	0	0.841624951947025		0
P70665_Sialate O-acetylesterase	proteomics_plasma	LAT	sp|P70665|SIAE_MOUSE	Sialate O-acetylesterase  OS=Mus musculus (Mouse) GN=Siae PE=1 SV=3	P70665	-0.0773879134180397	0.560646994108898	0	0.442834247006015	4.15834470604237e-05	1	0.672580303762203		0
P39876_Metalloproteinase inhibi.	proteomics_plasma	LAT	sp|P39876|TIMP3_MOUSE	Metalloproteinase inhibitor 3  OS=Mus musculus (Mouse) GN=Timp3 PE=1 SV=1	P39876	0.512870558816829	0.569030291035308	0	0.303094420678118	0.644748369873148	0	0.811090704599517		0
Q80YX1_Tenascin	proteomics_plasma	LAT	sp|Q80YX1|TENA_MOUSE	Tenascin  OS=Mus musculus (Mouse) GN=Tnc PE=1 SV=1	Q80YX1	-0.360609176441571	0.569030291035308	0	1.53569485175553	0.00113184860613729	1	0.943236164417523		0
P30412_Peptidyl-prolyl cis-tran.	proteomics_plasma	LAT	sp|P30412|PPIC_MOUSE	Peptidyl-prolyl cis-trans isomerase C  OS=Mus musculus (Mouse) GN=Ppic PE=1 SV=1	P30412	-0.0957821299755963	0.569030291035308	0	0.0511516442135758	0.670041057815618	0	0.736875579126324		0
P00688_Pancreatic alpha-amylase	proteomics_plasma	LAT	sp|P00688|AMYP_MOUSE	Pancreatic alpha-amylase  OS=Mus musculus (Mouse) GN=Amy2 PE=1 SV=2	P00688	0.382415605355614	0.574923933291639	0	0.864694227276416	0.0578618641790683	0	0.838369134303091		0
Q9R1P4_Proteasome subunit alpha.	proteomics_plasma	LAT	sp|Q9R1P4|PSA1_MOUSE	Proteasome subunit alpha type-1  OS=Mus musculus (Mouse) GN=Psma1 PE=1 SV=1	Q9R1P4	0.124628446297532	0.580342253677856	0	0.370032982053143	0.0157617070838426	1	0.810393789799711		0
P10126_Elongation factor 1-alph.	proteomics_plasma	LAT	sp|P10126|EF1A1_MOUSE	Elongation factor 1-alpha 1  OS=Mus musculus (Mouse) GN=Eef1a1 PE=1 SV=3	P10126	0.529196744885237	0.581979349626355	0	0.8931025414775	0.147965346343595	0	0.961206651111974		0
P61939_Thyroxine-binding globul.	proteomics_plasma	LAT	sp|P61939|THBG_MOUSE	Thyroxine-binding globulin  OS=Mus musculus (Mouse) GN=Serpina7 PE=2 SV=1	P61939	0.210962191133206	0.582938546710432	0	-1.43495500703982	8.0667553241564e-06	1	0.55500092464542		0
P16301_Phosphatidylcholine-ster.	proteomics_plasma	LAT	sp|P16301|LCAT_MOUSE	Phosphatidylcholine-sterol acyltransferase  OS=Mus musculus (Mouse) GN=Lcat PE=1 SV=2	P16301	0.0802949391453787	0.582938546710432	0	0.29220101047563	0.0038783500326666	1	0.783186512671569		0
P23492_Purine nucleoside phosph.	proteomics_plasma	LAT	sp|P23492|PNPH_MOUSE	Purine nucleoside phosphorylase  OS=Mus musculus (Mouse) GN=Pnp PE=1 SV=2	P23492	0.495000279046348	0.590600269443009	0	1.868001405198	0.0037482576683477	1	0.515424843432476		0
P05366_Serum amyloid A-1 protein	proteomics_plasma	LAT	sp|P05366|SAA1_MOUSE	Serum amyloid A-1 protein  OS=Mus musculus (Mouse) GN=Saa1 PE=1 SV=2	P05366	0.456945192627039	0.590600269443009	0	-1.13746213792372	0.0552864133101465	0	0.420106281905583		0
Q60605_Myosin light polypeptide.	proteomics_plasma	LAT	sp|Q60605|MYL6_MOUSE	Myosin light polypeptide 6  OS=Mus musculus (Mouse) GN=Myl6 PE=1 SV=3	Q60605	0.428181963140656	0.590600269443009	0	0.45868073274687	0.400252344574815	0	0.892131996306375		0
P34884_Macrophage migration inh.	proteomics_plasma	LAT	sp|P34884|MIF_MOUSE	Macrophage migration inhibitory factor  OS=Mus musculus (Mouse) GN=Mif PE=1 SV=2	P34884	0.420138946147411	0.590600269443009	0	0.344646853901111	0.552078579658696	0	0.666537860109216		0
P29621_Serine protease inhibito.	proteomics_plasma	LAT	sp|P29621|SPA3C_MOUSE	Serine protease inhibitor A3C  OS=Mus musculus (Mouse) GN=Serpina3c PE=2 SV=1	P29621	0.407066297251344	0.590600269443009	0	-1.04438400828545	0.0489366752160283	1	0.963330048693613		0
Q6GQT1_Alpha-2-macroglobulin-P	proteomics_plasma	LAT	sp|Q6GQT1|A2MG_MOUSE	Alpha-2-macroglobulin-P  OS=Mus musculus (Mouse) GN=A2m PE=2 SV=2	Q6GQT1	0.334936153150675	0.590600269443009	0	5.14640344461273	3.02098654967613e-12	1	0.0212189628746257		0
P68372_Tubulin beta-4B chain	proteomics_plasma	LAT	sp|P68372|TBB4B_MOUSE	Tubulin beta-4B chain  OS=Mus musculus (Mouse) GN=Tubb4b PE=1 SV=1	P68372	-0.20011400596055	0.590600269443009	0	0.410129528196588	0.102997828359833	0	0.795027680692774		0
Q00897_Alpha-1-antitrypsin 1-4	proteomics_plasma	LAT	sp|Q00897|A1AT4_MOUSE	Alpha-1-antitrypsin 1-4  OS=Mus musculus (Mouse) GN=Serpina1d PE=1 SV=1	Q00897	-0.101220424209199	0.590600269443009	0	-0.0254354513775432	0.868648424520651	0	0.416818515752558		0
Q91WG0_Acylcarnitine hydrolase	proteomics_plasma	LAT	sp|Q91WG0|EST2C_MOUSE	Acylcarnitine hydrolase  OS=Mus musculus (Mouse) GN=Ces2c PE=1 SV=1	Q91WG0	0.641531036379618	0.591751997975708	0	-0.199578732578864	0.831626185804694	0	0.976289122580596		0
Q91Y47_Coagulation factor XI	proteomics_plasma	LAT	sp|Q91Y47|FA11_MOUSE	Coagulation factor XI  OS=Mus musculus (Mouse) GN=F11 PE=2 SV=2	Q91Y47	0.509674205558234	0.591751997975708	0	0.0508854425553551	0.949273365208675	0	1.06644767061984		0
P35441_Thrombospondin-1	proteomics_plasma	LAT	sp|P35441|TSP1_MOUSE	Thrombospondin-1  OS=Mus musculus (Mouse) GN=Thbs1 PE=1 SV=1	P35441	0.255876555429484	0.591751997975708	0	0.103444159245935	0.783027395288824	0	0.686147529199331		0
Q61233_Plastin-2	proteomics_plasma	LAT	sp|Q61233|PLSL_MOUSE	Plastin-2  OS=Mus musculus (Mouse) GN=Lcp1 PE=1 SV=4	Q61233	0.220182717480967	0.591751997975708	0	0.781718764021061	0.00635364914653263	1	0.572062207712514		0
P13541_Myosin-3	proteomics_plasma	LAT	sp|P13541|MYH3_MOUSE	Myosin-3  OS=Mus musculus (Mouse) GN=Myh3 PE=2 SV=2	P13541	0.213056959335066	0.591751997975708	0	0.52381409957875	0.0555101246615568	0	0.621992837676648		0
Q8CG16_Complement C1r-A subcomp.	proteomics_plasma	LAT	sp|Q8CG16|C1RA_MOUSE	Complement C1r-A subcomponent  OS=Mus musculus (Mouse) GN=C1ra PE=1 SV=1	Q8CG16	-0.0791228889310567	0.591751997975708	0	-0.0362981277384726	0.746157414410592	0	0.921431895401172		0
Q9R1P0_Proteasome subunit alpha.	proteomics_plasma	LAT	sp|Q9R1P0|PSA4_MOUSE	Proteasome subunit alpha type-4  OS=Mus musculus (Mouse) GN=Psma4 PE=1 SV=1	Q9R1P0	0.386115750999661	0.591858886613113	0	0.967854425435963	0.0552864133101465	0	0.715368251507225		0
P01642_Ig kappa chain V-V regio.	proteomics_plasma	LAT	sp|P01642|KV5A9_MOUSE	Ig kappa chain V-V region L7  OS=Mus musculus (Mouse) GN=Gm10881 PE=1 SV=1	P01642	0.329213548480599	0.594157896337547	0	0.630854704605831	0.127781809421419	0	0.310438669121041		0
Q02105_Complement C1q subcompon.	proteomics_plasma	LAT	sp|Q02105|C1QC_MOUSE	Complement C1q subcomponent subunit C  OS=Mus musculus (Mouse) GN=C1qc PE=1 SV=2	Q02105	0.109402852216068	0.597757190618584	0	0.240248468019789	0.0891094713086149	0	0.527102790256916		0
Q01149_Collagen alpha-2(I) chain	proteomics_plasma	LAT	sp|Q01149|CO1A2_MOUSE	Collagen alpha-2(I) chain  OS=Mus musculus (Mouse) GN=Col1a2 PE=1 SV=2	Q01149	-0.433319894317528	0.613437379320713	0	1.13241466279609	0.0568177039481873	0	0.511009831970201		0
P01787_Ig heavy chain V regions.	proteomics_plasma	LAT	sp|P01787|HVM18_MOUSE	Ig heavy chain V regions TEPC 15/S107/HPCM1/HPCM2/HPCM3  OS=Mus musculus (Mouse) PE=1 SV=1	P01787	0.272310915728269	0.613794112799131	0	0.076340705094939	0.866738157934184	0	0.785425312263162		0
P0CG49_Polyubiquitin-B	proteomics_plasma	LAT	sp|P0CG49|UBB_MOUSE	Polyubiquitin-B  OS=Mus musculus (Mouse) GN=Ubb PE=2 SV=1	P0CG49	0.258960157638274	0.613794112799131	0	0.871572571688834	0.0144911072390482	1	0.616208066336611		0
P28798_Granulins	proteomics_plasma	LAT	sp|P28798|GRN_MOUSE	Granulins  OS=Mus musculus (Mouse) GN=Grn PE=1 SV=2	P28798	-0.225405431200407	0.613794112799131	0	0.895414467399146	0.00626326087166815	1	0.771334985189322		0
Q9JHJ8_ICOS ligand	proteomics_plasma	LAT	sp|Q9JHJ8|ICOSL_MOUSE	ICOS ligand  OS=Mus musculus (Mouse) GN=Icoslg PE=1 SV=1	Q9JHJ8	-0.157814450706692	0.613794112799131	0	0.0383032531108647	0.878099421053463	0	0.625371835441767		0
Q61702_Inter-alpha-trypsin inhi.	proteomics_plasma	LAT	sp|Q61702|ITIH1_MOUSE	Inter-alpha-trypsin inhibitor heavy chain H1  OS=Mus musculus (Mouse) GN=Itih1 PE=1 SV=2	Q61702	0.0622304310088424	0.613794112799131	0	-0.045680634837197	0.614928160621851	0	1.04377734117954		0
Q8CIZ8_von Willebrand factor	proteomics_plasma	LAT	sp|Q8CIZ8|VWF_MOUSE	von Willebrand factor  OS=Mus musculus (Mouse) GN=Vwf PE=1 SV=2	Q8CIZ8	0.451504797405445	0.619515383557574	0	0.714742738822512	0.241728594304377	0	0.709843093300993		0
P27931_Interleukin-1 receptor t.	proteomics_plasma	LAT	sp|P27931|IL1R2_MOUSE	Interleukin-1 receptor type 2  OS=Mus musculus (Mouse) GN=Il1r2 PE=1 SV=1	P27931	-0.248388636173068	0.619515383557574	0	-0.424520747710748	0.198235533159057	0	0.835897727792841		0
O88342_WD repeat-containing pro.	proteomics_plasma	LAT	sp|O88342|WDR1_MOUSE	WD repeat-containing protein 1  OS=Mus musculus (Mouse) GN=Wdr1 PE=1 SV=3	O88342	0.428439206630127	0.623256130862167	0	0.982901611474343	0.0928242068031015	0	0.654242802577601		0
P12246_Serum amyloid P-component	proteomics_plasma	LAT	sp|P12246|SAMP_MOUSE	Serum amyloid P-component  OS=Mus musculus (Mouse) GN=Apcs PE=1 SV=2	P12246	-0.404756656763812	0.623256130862167	0	2.44749354071325	0.000166347097861683	1	0.704617860436339		0
Q923D2_Flavin reductase (NADPH)	proteomics_plasma	LAT	sp|Q923D2|BLVRB_MOUSE	Flavin reductase (NADPH)  OS=Mus musculus (Mouse) GN=Blvrb PE=1 SV=3	Q923D2	0.303779478635605	0.623256130862167	0	0.940833975178332	0.0288714150746865	1	0.575953171168141		0
Q61598_Rab GDP dissociation inh.	proteomics_plasma	LAT	sp|Q61598|GDIB_MOUSE	Rab GDP dissociation inhibitor beta  OS=Mus musculus (Mouse) GN=Gdi2 PE=1 SV=1	Q61598	0.308600224998369	0.626982427565386	0	0.625788385079133	0.138503866792614	0	0.597333434307978		0
P62962_Profilin-1	proteomics_plasma	LAT	sp|P62962|PROF1_MOUSE	Profilin-1  OS=Mus musculus (Mouse) GN=Pfn1 PE=1 SV=2	P62962	0.245447243077567	0.626982427565386	0	0.520252150566492	0.122860417052261	0	0.615696317175274		0
P17563_Methanethiol oxidase	proteomics_plasma	LAT	sp|P17563|SBP1_MOUSE	Methanethiol oxidase  OS=Mus musculus (Mouse) GN=Selenbp1 PE=1 SV=2	P17563	0.238550891282717	0.626982427565386	0	0.588576514230393	0.0759913411018567	0	0.680571850192458		0
P18337_L-selectin	proteomics_plasma	LAT	sp|P18337|LYAM1_MOUSE	L-selectin  OS=Mus musculus (Mouse) GN=Sell PE=1 SV=1	P18337	-0.621897814577306	0.646446946394009	0	-0.526511749364001	0.596674447808763	0	0.768558485229913		0
P07361_Alpha-1-acid glycoprotei.	proteomics_plasma	LAT	sp|P07361|A1AG2_MOUSE	Alpha-1-acid glycoprotein 2  OS=Mus musculus (Mouse) GN=Orm2 PE=1 SV=1	P07361	0.494169342757719	0.646446946394009	0	1.42013326316463	0.0516039877674895	0	0.215072882420963		0
Q61171_Peroxiredoxin-2	proteomics_plasma	LAT	sp|Q61171|PRDX2_MOUSE	Peroxiredoxin-2  OS=Mus musculus (Mouse) GN=Prdx2 PE=1 SV=3	Q61171	0.325027620056641	0.646446946394009	0	0.838080430490592	0.075484157153493	0	0.654145810886947		0
Q80VP2_Spermatogenesis-associat.	proteomics_plasma	LAT	sp|Q80VP2|SPAT7_MOUSE	Spermatogenesis-associated protein 7 homolog  OS=Mus musculus (Mouse) GN=Spata7 PE=1 SV=1	Q80VP2	-0.256121277523363	0.646446946394009	0	-0.0590544046261634	0.897771092908009	0	1.0415615819495		0
Q9EQ21_Hepcidin	proteomics_plasma	LAT	sp|Q9EQ21|HEPC_MOUSE	Hepcidin  OS=Mus musculus (Mouse) GN=Hamp PE=2 SV=1	Q9EQ21	0.182886308459388	0.646446946394009	0	0.471738064709733	0.075484157153493	0	0.60521128935508		0
P47739_Aldehyde dehydrogenase, .	proteomics_plasma	LAT	sp|P47739|AL3A1_MOUSE	Aldehyde dehydrogenase, dimeric NADP-preferring  OS=Mus musculus (Mouse) GN=Aldh3a1 PE=1 SV=2	P47739	0.577751349370004	0.648797997719386	0	-0.0710162258611469	0.938741340202252	0	1.04647852989381		0
P31786_Acyl-CoA-binding protein	proteomics_plasma	LAT	sp|P31786|ACBP_MOUSE	Acyl-CoA-binding protein  OS=Mus musculus (Mouse) GN=Dbi PE=1 SV=2	P31786	0.546778846864289	0.648797997719386	0	-0.757168962290795	0.35332288525735	0	0.955832509372959		0
Q19LI2_Alpha-1B-glycoprotein	proteomics_plasma	LAT	sp|Q19LI2|A1BG_MOUSE	Alpha-1B-glycoprotein  OS=Mus musculus (Mouse) GN=A1bg PE=1 SV=1	Q19LI2	-0.389150540809361	0.648797997719386	0	6.87792257123265	1.14012190919585e-10	1	0.258116615113386	svm	0
Q8BPB5_EGF-containing fibulin-l.	proteomics_plasma	LAT	sp|Q8BPB5|FBLN3_MOUSE	EGF-containing fibulin-like extracellular matrix protein 1  OS=Mus musculus (Mouse) GN=Efemp1 PE=1 SV=1	Q8BPB5	-0.0561242878036836	0.659864066881917	0	0.109973475552732	0.188450784770256	0	0.510318049041892		0
Q9QXC1_Fetuin-B	proteomics_plasma	LAT	sp|Q9QXC1|FETUB_MOUSE	Fetuin-B  OS=Mus musculus (Mouse) GN=Fetub PE=1 SV=1	Q9QXC1	-0.0551486276419659	0.663539448710607	0	-0.0006914351417322	0.996238665313408	0	1.15888345093276		0
O55222_Integrin-linked protein .	proteomics_plasma	LAT	sp|O55222|ILK_MOUSE	Integrin-linked protein kinase  OS=Mus musculus (Mouse) GN=Ilk PE=1 SV=2	O55222	0.426035711034235	0.663883704020049	0	0.202176958443669	0.786084413802172	0	0.715720091353477		0
P0DP26_Calmodulin-1	proteomics_plasma	LAT	sp|P0DP26|CALM1_MOUSE	Calmodulin-1  OS=Mus musculus (Mouse) GN=Calm1 PE=1 SV=1	P0DP26	0.272081892320468	0.663883704020049	0	0.639879558021512	0.116887067221624	0	0.751539314086434		0
P11438_Lysosome-associated memb.	proteomics_plasma	LAT	sp|P11438|LAMP1_MOUSE	Lysosome-associated membrane glycoprotein 1  OS=Mus musculus (Mouse) GN=Lamp1 PE=1 SV=2	P11438	0.0753482865406134	0.663883704020049	0	-0.189331582503051	0.104285631489338	0	0.648980181208082		0
Q9D154_Leukocyte elastase inhib.	proteomics_plasma	LAT	sp|Q9D154|ILEUA_MOUSE	Leukocyte elastase inhibitor A  OS=Mus musculus (Mouse) GN=Serpinb1a PE=1 SV=1	Q9D154	0.104067350381662	0.66814491606654	0	0.0756955733240012	0.663402667530893	0	0.580905367458065		0
P63028_Translationally-controll.	proteomics_plasma	LAT	sp|P63028|TCTP_MOUSE	Translationally-controlled tumor protein  OS=Mus musculus (Mouse) GN=Tpt1 PE=1 SV=1	P63028	0.357260885741482	0.672748054893623	0	0.573916041886211	0.3034933971563	0	0.527235510436625		0
Q8K057_Intraflagellar transport.	proteomics_plasma	LAT	sp|Q8K057|IFT80_MOUSE	Intraflagellar transport protein 80 homolog  OS=Mus musculus (Mouse) GN=Ift80 PE=1 SV=1	Q8K057	0.699173727772557	0.676760023732563	0	-1.40616543433503	0.202489011289134	0	0.468688996433618		0
Q9Z0L8_Gamma-glutamyl hydrolase	proteomics_plasma	LAT	sp|Q9Z0L8|GGH_MOUSE	Gamma-glutamyl hydrolase  OS=Mus musculus (Mouse) GN=Ggh PE=1 SV=2	Q9Z0L8	0.189365151819295	0.676760023732563	0	0.544045083483638	0.0678789874381539	0	0.356739959497369		0
P98086_Complement C1q subcompon.	proteomics_plasma	LAT	sp|P98086|C1QA_MOUSE	Complement C1q subcomponent subunit A  OS=Mus musculus (Mouse) GN=C1qa PE=1 SV=2	P98086	0.102807061753921	0.676760023732563	0	0.235992126977429	0.138138844710114	0	0.339643403722144		0
Q8CFG8_Complement C1s-B subcomp.	proteomics_plasma	LAT	sp|Q8CFG8|CS1B_MOUSE	Complement C1s-B subcomponent  OS=Mus musculus (Mouse) GN=C1sb PE=2 SV=1	Q8CFG8	-0.279787761391319	0.681971039975249	0	0.566417374880189	0.209801661260102	0	0.898308356640328		0
Q80YC5_Coagulation factor XII	proteomics_plasma	LAT	sp|Q80YC5|FA12_MOUSE	Coagulation factor XII  OS=Mus musculus (Mouse) GN=F12 PE=1 SV=2	Q80YC5	-0.134704677000606	0.681971039975249	0	-0.463085111494003	0.0362510432194831	1	0.387244934105814		0
P29533_Vascular cell adhesion p.	proteomics_plasma	LAT	sp|P29533|VCAM1_MOUSE	Vascular cell adhesion protein 1  OS=Mus musculus (Mouse) GN=Vcam1 PE=1 SV=1	P29533	-0.0857412532227428	0.681971039975249	0	-0.136893502079872	0.326966913361059	0	0.421898271033505		0
Q8R121_Protein Z-dependent prot.	proteomics_plasma	LAT	sp|Q8R121|ZPI_MOUSE	Protein Z-dependent protease inhibitor  OS=Mus musculus (Mouse) GN=Serpina10 PE=1 SV=1	Q8R121	-0.0623302453598313	0.681971039975249	0	-0.441905175776586	5.69464740635109e-05	1	0.432631016394134		0
P04247_Myoglobin	proteomics_plasma	LAT	sp|P04247|MYG_MOUSE	Myoglobin  OS=Mus musculus (Mouse) GN=Mb PE=1 SV=3	P04247	-0.600117857511464	0.683783744110327	0	1.22574938136862	0.209068992110318	0	0.231054142288402	svm	0
P01639_Ig kappa chain V-V regio.	proteomics_plasma	LAT	sp|P01639|KV5A7_MOUSE	Ig kappa chain V-V region MOPC 41  OS=Mus musculus (Mouse) GN=Gm5571 PE=1 SV=1	P01639	0.253303510172113	0.685344567620784	0	0.342307591024408	0.427607196773152	0	0.891503913169842		0
P02104_Hemoglobin subunit epsil.	proteomics_plasma	LAT	sp|P02104|HBE_MOUSE	Hemoglobin subunit epsilon-Y2  OS=Mus musculus (Mouse) GN=Hbb-y PE=1 SV=2	P02104	0.237781041947486	0.685344567620784	0	0.78793937452761	0.0479524647045111	1	0.615851483330768		0
P05064_Fructose-bisphosphate al.	proteomics_plasma	LAT	sp|P05064|ALDOA_MOUSE	Fructose-bisphosphate aldolase A  OS=Mus musculus (Mouse) GN=Aldoa PE=1 SV=2	P05064	0.213265090715268	0.685597501383868	0	0.666329684428224	0.0578618641790683	0	0.780417396662422		0
P04919_Band 3 anion transport p.	proteomics_plasma	LAT	sp|P04919|B3AT_MOUSE	Band 3 anion transport protein  OS=Mus musculus (Mouse) GN=Slc4a1 PE=1 SV=1	P04919	0.583279588249813	0.687654942468378	0	1.56965654201312	0.100004399903189	0	0.566833467036308		0
P01728_Ig lambda-2 chain V regi.	proteomics_plasma	LAT	sp|P01728|LV2A_MOUSE	Ig lambda-2 chain V region  OS=Mus musculus (Mouse) PE=3 SV=1	P01728	0.381337451882892	0.688614962238509	0	-0.378494799935403	0.58903911442465	0	0.978540750460032		0
P47878_Insulin-like growth fact.	proteomics_plasma	LAT	sp|P47878|IBP3_MOUSE	Insulin-like growth factor-binding protein 3  OS=Mus musculus (Mouse) GN=Igfbp3 PE=2 SV=2	P47878	-0.131308122679769	0.692180805811908	0	0.429386603937953	0.0619795507737051	0	1.04746721898201		0
P04104_Keratin, type II cytoske.	proteomics_plasma	LAT	sp|P04104|K2C1_MOUSE	Keratin, type II cytoskeletal 1  OS=Mus musculus (Mouse) GN=Krt1 PE=1 SV=4	P04104	-0.530597554312521	0.692907324632071	0	-0.30758738565715	0.764054688619416	0	0.388769943144662		0
P05017_Insulin-like growth fact.	proteomics_plasma	LAT	sp|P05017|IGF1_MOUSE	Insulin-like growth factor I  OS=Mus musculus (Mouse) GN=Igf1 PE=1 SV=2	P05017	0.261944383134406	0.692907324632071	0	0.691442645705326	0.112075791450905	0	0.131114712179317		0
P01675_Ig kappa chain V-VI regi.	proteomics_plasma	LAT	sp|P01675|KV6A1_MOUSE	Ig kappa chain V-VI region XRPC 44  OS=Mus musculus (Mouse) PE=1 SV=1	P01675	0.197117746480377	0.692907324632071	0	-0.193561436838529	0.598871751461465	0	0.771858424964588		0
P08905_Lysozyme C-2	proteomics_plasma	LAT	sp|P08905|LYZ2_MOUSE	Lysozyme C-2  OS=Mus musculus (Mouse) GN=Lyz2 PE=1 SV=2	P08905	0.153390902698021	0.692907324632071	0	0.101134836912685	0.726564180681195	0	0.432055879867554		0
P28665_Murinoglobulin-1	proteomics_plasma	LAT	sp|P28665|MUG1_MOUSE	Murinoglobulin-1  OS=Mus musculus (Mouse) GN=Mug1 PE=1 SV=3	P28665	-0.0809852859796472	0.692907324632071	0	-0.83721549416542	6.66805466608873e-07	1	0.190355478417875		0
Q8K0D2_Hyaluronan-binding prote.	proteomics_plasma	LAT	sp|Q8K0D2|HABP2_MOUSE	Hyaluronan-binding protein 2  OS=Mus musculus (Mouse) GN=Habp2 PE=1 SV=2	Q8K0D2	0.0670368464889428	0.697586165157586	0	0.110523769133852	0.34444909439891	0	0.632814361723136		0
Q64339_Ubiquitin-like protein I.	proteomics_plasma	LAT	sp|Q64339|ISG15_MOUSE	Ubiquitin-like protein ISG15  OS=Mus musculus (Mouse) GN=Isg15 PE=1 SV=4	Q64339	-0.512783866526128	0.700979391157378	0	1.49186268941947	0.107098841666862	0	0.534239646072468		0
