variableMetadata	set	gene	accession	description	uniprot_id	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
Q9Z1Q9_Valine--tRNA ligase	proteomics_liver	MX2	sp|Q9Z1Q9|SYVC_MOUSE	Valine--tRNA ligase  OS=Mus musculus (Mouse) GN=Vars PE=1 SV=1	Q9Z1Q9	0.166941160734588	0.558017323794565	0	-0.338381994594275	0.115876703509359	0	0.603626657424183		0
P11276_Fibronectin	proteomics_liver	MX2	sp|P11276|FINC_MOUSE	Fibronectin  OS=Mus musculus (Mouse) GN=Fn1 PE=1 SV=4	P11276	-0.836103225573968	0.55949879013124	0	-0.182517000506948	0.902694773149461	0	0.933916164123143		0
O35593_26S proteasome non-ATPas.	proteomics_liver	MX2	sp|O35593|PSDE_MOUSE	26S proteasome non-ATPase regulatory subunit 14  OS=Mus musculus (Mouse) GN=Psmd14 PE=1 SV=2	O35593	0.2353519292474	0.55949879013124	0	0.0912489128042928	0.79577492961138	0	0.399102849059014		0
Q924T2_28S ribosomal protein S2.	proteomics_liver	MX2	sp|Q924T2|RT02_MOUSE	28S ribosomal protein S2, mitochondrial  OS=Mus musculus (Mouse) GN=Mrps2 PE=1 SV=1	Q924T2	0.194359551016877	0.560708959293327	0	-0.45328333436553	0.0748092117025667	0	0.614529059580668		0
P17717_UDP-glucuronosyltransfer.	proteomics_liver	MX2	sp|P17717|UDB17_MOUSE	UDP-glucuronosyltransferase 2B17  OS=Mus musculus (Mouse) GN=Ugt2b17 PE=1 SV=1	P17717	0.0308261547303736	0.561436173500981	0	-0.546357321930575	7.84749989365744e-10	1	0.08201906545512		0
Q283N4_2-oxo-4-hydroxy-4-carbox.	proteomics_liver	MX2	sp|Q283N4|URAD_MOUSE	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase  OS=Mus musculus (Mouse) GN=Urad PE=1 SV=1	Q283N4	-0.0999419968064288	0.561850352928605	0	0.488881879915365	0.00112272281766807	1	0.356606293314085		0
O35226_26S proteasome non-ATPas.	proteomics_liver	MX2	sp|O35226|PSMD4_MOUSE	26S proteasome non-ATPase regulatory subunit 4  OS=Mus musculus (Mouse) GN=Psmd4 PE=1 SV=1	O35226	0.0647075621664897	0.561850352928605	0	0.167262715265025	0.0216023585052975	1	0.72421104716324		0
Q8CAQ8_MICOS complex subunit Mi.	proteomics_liver	MX2	sp|Q8CAQ8|MIC60_MOUSE	MICOS complex subunit Mic60  OS=Mus musculus (Mouse) GN=Immt PE=1 SV=1	Q8CAQ8	0.0608232131508686	0.561850352928605	0	-0.258166908162227	0.00340096620592608	1	0.495427569419046		0
Q61733_28S ribosomal protein S3.	proteomics_liver	MX2	sp|Q61733|RT31_MOUSE	28S ribosomal protein S31, mitochondrial  OS=Mus musculus (Mouse) GN=Mrps31 PE=1 SV=1	Q61733	0.472834238307069	0.562829961052543	0	-0.00319980107440898	0.976336622505284	0	0.667645022151644		0
Q8VDK1_Deaminated glutathione a.	proteomics_liver	MX2	sp|Q8VDK1|NIT1_MOUSE	Deaminated glutathione amidase  OS=Mus musculus (Mouse) GN=Nit1 PE=1 SV=2	Q8VDK1	-0.0363084288036575	0.565212765894363	0	0.0545191964741498	0.243280372275915	0	0.7789420305295		0
Q99KR7_Peptidyl-prolyl cis-tran.	proteomics_liver	MX2	sp|Q99KR7|PPIF_MOUSE	Peptidyl-prolyl cis-trans isomerase F, mitochondrial  OS=Mus musculus (Mouse) GN=Ppif PE=1 SV=1	Q99KR7	-0.642552064575373	0.567461880107781	0	0.899456590405702	0.277890392805045	0	0.654228998668926		0
P40124_Adenylyl cyclase-associa.	proteomics_liver	MX2	sp|P40124|CAP1_MOUSE	Adenylyl cyclase-associated protein 1  OS=Mus musculus (Mouse) GN=Cap1 PE=1 SV=4	P40124	0.0548274493808734	0.567461880107781	0	0.14327978332879	0.021223718670527	1	0.586251759380816		0
Q8BGH2_Sorting and assembly mac.	proteomics_liver	MX2	sp|Q8BGH2|SAM50_MOUSE	Sorting and assembly machinery component 50 homolog  OS=Mus musculus (Mouse) GN=Samm50 PE=1 SV=1	Q8BGH2	-0.0368100335771366	0.574622370799536	0	-0.0147696875213299	0.793078600432807	0	0.48962069354371		0
P63005_Platelet-activating fact.	proteomics_liver	MX2	sp|P63005|LIS1_MOUSE	Platelet-activating factor acetylhydrolase IB subunit alpha  OS=Mus musculus (Mouse) GN=Pafah1b1 PE=1 SV=2	P63005	0.527953888890583	0.575127228345162	0	-0.468971857717303	0.499521881138139	0	0.657044588978857		0
Q3UUI3_Acyl-coenzyme A thioeste.	proteomics_liver	MX2	sp|Q3UUI3|THEM4_MOUSE	Acyl-coenzyme A thioesterase THEM4  OS=Mus musculus (Mouse) GN=Them4 PE=1 SV=1	Q3UUI3	0.437661149417995	0.575992827926505	0	-0.175845797145655	0.758738815196783	0	0.63653002459296		0
P97765_WW domain-binding protei.	proteomics_liver	MX2	sp|P97765|WBP2_MOUSE	WW domain-binding protein 2  OS=Mus musculus (Mouse) GN=Wbp2 PE=1 SV=1	P97765	0.599647707049492	0.57711372606863	0	0.650692399566683	0.407512137553168	0	0.660255073485904		0
P01631_Ig kappa chain V-II regi.	proteomics_liver	MX2	sp|P01631|KV2A7_MOUSE	Ig kappa chain V-II region 26-10  OS=Mus musculus (Mouse) PE=1 SV=1	P01631	0.149635773123833	0.57711372606863	0	0.143699086690944	0.471900839993756	0	0.736088432719954		0
Q9DC69_NADH dehydrogenase [ubiq.	proteomics_liver	MX2	sp|Q9DC69|NDUA9_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial  OS=Mus musculus (Mouse) GN=Ndufa9 PE=1 SV=2	Q9DC69	0.0260455903761141	0.57711372606863	0	-0.140750357774809	0.000634300860363127	1	0.286063509333431		0
Q570Y9_DEP domain-containing mT.	proteomics_liver	MX2	sp|Q570Y9|DPTOR_MOUSE	DEP domain-containing mTOR-interacting protein  OS=Mus musculus (Mouse) GN=Deptor PE=1 SV=2	Q570Y9	-0.120666934112965	0.579154144474305	0	-0.228312188000785	0.113980969359903	0	0.73119997821532		0
Q8K310_Matrin-3	proteomics_liver	MX2	sp|Q8K310|MATR3_MOUSE	Matrin-3  OS=Mus musculus (Mouse) GN=Matr3 PE=1 SV=1	Q8K310	0.0800274552958165	0.580960070910401	0	-0.249306664638958	0.0259278782200006	1	0.647027435938838		0
P26883_Peptidyl-prolyl cis-tran.	proteomics_liver	MX2	sp|P26883|FKB1A_MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP1A  OS=Mus musculus (Mouse) GN=Fkbp1a PE=1 SV=2	P26883	-0.309296861552451	0.581399704616897	0	1.30082771388439	0.00460329845229446	1	0.44973321094626		0
O88962_7-alpha-hydroxycholest-4.	proteomics_liver	MX2	sp|O88962|CP8B1_MOUSE	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase  OS=Mus musculus (Mouse) GN=Cyp8b1 PE=1 SV=1	O88962	-0.148674702621385	0.581399704616897	0	-0.680833310799059	7.74484870264455e-05	1	0.708696663309717		0
Q9EQF5_Dihydropyrimidinase	proteomics_liver	MX2	sp|Q9EQF5|DPYS_MOUSE	Dihydropyrimidinase  OS=Mus musculus (Mouse) GN=Dpys PE=1 SV=2	Q9EQF5	0.0673713521159343	0.581399704616897	0	0.541055709434549	3.06223062609895e-10	1	0.594960790005058		0
P47791_Glutathione reductase, m.	proteomics_liver	MX2	sp|P47791|GSHR_MOUSE	Glutathione reductase, mitochondrial  OS=Mus musculus (Mouse) GN=Gsr PE=1 SV=3	P47791	-0.0434911729845808	0.582246463621805	0	-0.0224988629784697	0.72950264384744	0	0.850158493113515		0
O35887_Calumenin	proteomics_liver	MX2	sp|O35887|CALU_MOUSE	Calumenin  OS=Mus musculus (Mouse) GN=Calu PE=1 SV=1	O35887	-0.445091773104213	0.582360299874429	0	1.31282923731855	0.0347574164264671	1	0.454188598498523		0
Q61831_Mitogen-activated protei.	proteomics_liver	MX2	sp|Q61831|MK10_MOUSE	Mitogen-activated protein kinase 10  OS=Mus musculus (Mouse) GN=Mapk10 PE=1 SV=2	Q61831	0.093619865521255	0.58245360530627	0	-0.466523782560937	0.00137275150931841	1	0.112355100090644		0
Q9CZ30_Obg-like ATPase 1	proteomics_liver	MX2	sp|Q9CZ30|OLA1_MOUSE	Obg-like ATPase 1  OS=Mus musculus (Mouse) GN=Ola1 PE=1 SV=1	Q9CZ30	-0.0663568797878185	0.582868048510373	0	-0.103246831725723	0.208607876007209	0	0.958712090872065		0
P70195_Proteasome subunit beta .	proteomics_liver	MX2	sp|P70195|PSB7_MOUSE	Proteasome subunit beta type-7  OS=Mus musculus (Mouse) GN=Psmb7 PE=1 SV=1	P70195	0.059951480746097	0.583086566325693	0	-0.188141635165039	0.0260127176428371	1	0.101976979042185		0
P26041_Moesin	proteomics_liver	MX2	sp|P26041|MOES_MOUSE	Moesin  OS=Mus musculus (Mouse) GN=Msn PE=1 SV=3	P26041	-0.120007055870492	0.584441465389214	0	0.114420914240654	0.479671836339661	0	0.319651296531043		0
P35585_AP-1 complex subunit mu-1	proteomics_liver	MX2	sp|P35585|AP1M1_MOUSE	AP-1 complex subunit mu-1  OS=Mus musculus (Mouse) GN=Ap1m1 PE=1 SV=3	P35585	0.611638100518682	0.585689436224856	0	0.697369789833811	0.388487130128988	0	0.581637925345498		0
Q9DBG3_AP-2 complex subunit beta	proteomics_liver	MX2	sp|Q9DBG3|AP2B1_MOUSE	AP-2 complex subunit beta  OS=Mus musculus (Mouse) GN=Ap2b1 PE=1 SV=1	Q9DBG3	-0.0765069529455467	0.585689436224856	0	-0.0352799515048297	0.765837905352795	0	0.547052082393771		0
P62911_60S ribosomal protein L32	proteomics_liver	MX2	sp|P62911|RL32_MOUSE	60S ribosomal protein L32  OS=Mus musculus (Mouse) GN=Rpl32 PE=1 SV=2	P62911	0.0638598392475345	0.585689436224856	0	-0.0950279662848779	0.266620154290735	0	0.493032128032837		0
Q8C0C7_Phenylalanine--tRNA liga.	proteomics_liver	MX2	sp|Q8C0C7|SYFA_MOUSE	Phenylalanine--tRNA ligase alpha subunit  OS=Mus musculus (Mouse) GN=Farsa PE=1 SV=1	Q8C0C7	-0.0447757865735845	0.585689436224856	0	-0.0793075912395338	0.149858507267106	0	1.10576993347408		0
P40237_CD82 antigen	proteomics_liver	MX2	sp|P40237|CD82_MOUSE	CD82 antigen  OS=Mus musculus (Mouse) GN=Cd82 PE=1 SV=1	P40237	-0.0765939146987371	0.586196660491291	0	0.135073375733544	0.190782534044523	0	0.637346018741131		0
Q8K2C9_Very-long-chain (3R)-3-h.	proteomics_liver	MX2	sp|Q8K2C9|HACD3_MOUSE	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3  OS=Mus musculus (Mouse) GN=Hacd3 PE=1 SV=2	Q8K2C9	0.082766416842599	0.586741264597673	0	-0.144955233131444	0.194119869818215	0	0.775617805263318		0
Q60631_Growth factor receptor-b.	proteomics_liver	MX2	sp|Q60631|GRB2_MOUSE	Growth factor receptor-bound protein 2  OS=Mus musculus (Mouse) GN=Grb2 PE=1 SV=1	Q60631	-0.400497163613096	0.586898947411766	0	1.93003858168252	0.00198774583765342	1	0.165809449012438		0
Q6ZQI3_Malectin	proteomics_liver	MX2	sp|Q6ZQI3|MLEC_MOUSE	Malectin  OS=Mus musculus (Mouse) GN=Mlec PE=1 SV=2	Q6ZQI3	-0.0501748187185456	0.586921900772901	0	0.123900397209127	0.0744827391283859	0	0.697596760912541		0
O88908_Sterol O-acyltransferase.	proteomics_liver	MX2	sp|O88908|SOAT2_MOUSE	Sterol O-acyltransferase 2  OS=Mus musculus (Mouse) GN=Soat2 PE=1 SV=2	O88908	-0.242821513523104	0.587077917400328	0	0.476448255655129	0.151896967814498	0	0.681625524453816		0
P0C0S6_Histone H2A.Z	proteomics_liver	MX2	sp|P0C0S6|H2AZ_MOUSE	Histone H2A.Z  OS=Mus musculus (Mouse) GN=H2afz PE=1 SV=2	P0C0S6	-0.0656626425608202	0.587077917400328	0	0.151745216292394	0.0936867291293643	0	0.553177288588962		0
Q99J08_SEC14-like protein 2	proteomics_liver	MX2	sp|Q99J08|S14L2_MOUSE	SEC14-like protein 2  OS=Mus musculus (Mouse) GN=Sec14l2 PE=1 SV=1	Q99J08	0.0345424500182574	0.587077917400328	0	-0.0600154731069225	0.199550865371758	0	0.616813891713453		0
Q9JLJ2_4-trimethylaminobutyrald.	proteomics_liver	MX2	sp|Q9JLJ2|AL9A1_MOUSE	4-trimethylaminobutyraldehyde dehydrogenase  OS=Mus musculus (Mouse) GN=Aldh9a1 PE=1 SV=1	Q9JLJ2	0.0421088734619914	0.587896658478386	0	0.285226409893166	4.24627177357477e-08	1	0.63869196004379		0
Q9D051_Pyruvate dehydrogenase E.	proteomics_liver	MX2	sp|Q9D051|ODPB_MOUSE	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial  OS=Mus musculus (Mouse) GN=Pdhb PE=1 SV=1	Q9D051	-0.0445541178726288	0.58900071063393	0	0.0439395274769829	0.470868695899427	0	0.666431740286822		0
P17563_Methanethiol oxidase	proteomics_liver	MX2	sp|P17563|SBP1_MOUSE	Methanethiol oxidase  OS=Mus musculus (Mouse) GN=Selenbp1 PE=1 SV=2	P17563	0.0565522824172824	0.589745387019089	0	0.120853643204512	0.0775372332763651	0	0.807303602068037		0
Q8BG51_Mitochondrial Rho GTPase.	proteomics_liver	MX2	sp|Q8BG51|MIRO1_MOUSE	Mitochondrial Rho GTPase 1  OS=Mus musculus (Mouse) GN=Rhot1 PE=1 SV=1	Q8BG51	-0.288796525127768	0.590168720216909	0	-0.311389064021892	0.426951326248247	0	0.320383339379221		0
Q9D517_1-acyl-sn-glycerol-3-pho.	proteomics_liver	MX2	sp|Q9D517|PLCC_MOUSE	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma  OS=Mus musculus (Mouse) GN=Agpat3 PE=1 SV=2	Q9D517	-0.0939344777421205	0.590168720216909	0	-0.0172311577349973	0.925103082012164	0	0.554766853961823		0
Q9DCS9_NADH dehydrogenase [ubiq.	proteomics_liver	MX2	sp|Q9DCS9|NDUBA_MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10  OS=Mus musculus (Mouse) GN=Ndufb10 PE=1 SV=3	Q9DCS9	-0.0568651773348705	0.590168720216909	0	-0.132443298497524	0.0529256826899688	0	0.706715864754453		0
Q3UIR3_E3 ubiquitin-protein lig.	proteomics_liver	MX2	sp|Q3UIR3|DTX3L_MOUSE	E3 ubiquitin-protein ligase DTX3L  OS=Mus musculus (Mouse) GN=Dtx3l PE=1 SV=1	Q3UIR3	0.335782230116838	0.592760663642903	0	0.0531210359167957	0.940787740720135	0	0.637890798666853		0
Q9JLF6_Protein-glutamine gamma-.	proteomics_liver	MX2	sp|Q9JLF6|TGM1_MOUSE	Protein-glutamine gamma-glutamyltransferase K  OS=Mus musculus (Mouse) GN=Tgm1 PE=1 SV=2	Q9JLF6	0.375741679732595	0.593254469632831	0	1.88064504453256	2.8283157852256e-05	1	0.586954434788958		0
Q62318_Transcription intermedia.	proteomics_liver	MX2	sp|Q62318|TIF1B_MOUSE	Transcription intermediary factor 1-beta  OS=Mus musculus (Mouse) GN=Trim28 PE=1 SV=3	Q62318	0.305018029533876	0.593254469632831	0	-0.214543780390581	0.612609434754379	0	0.559683359991508		0
Q80X90_Filamin-B	proteomics_liver	MX2	sp|Q80X90|FLNB_MOUSE	Filamin-B  OS=Mus musculus (Mouse) GN=Flnb PE=1 SV=3	Q80X90	0.707980826054754	0.594383193836968	0	0.254985701509693	0.824249864154879	0	0.980057961254467		0
Q8CHW4_Translation initiation f.	proteomics_liver	MX2	sp|Q8CHW4|EI2BE_MOUSE	Translation initiation factor eIF-2B subunit epsilon  OS=Mus musculus (Mouse) GN=Eif2b5 PE=1 SV=1	Q8CHW4	0.208304216110591	0.594383193836968	0	-0.482389018370164	0.0987713371543462	0	0.745324907346759		0
Q9D6J6_NADH dehydrogenase [ubiq.	proteomics_liver	MX2	sp|Q9D6J6|NDUV2_MOUSE	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial  OS=Mus musculus (Mouse) GN=Ndufv2 PE=1 SV=2	Q9D6J6	-0.0603928817143569	0.594383193836968	0	-0.00458860142171957	0.98194155439063	0	1.0031859280637		0
Q8BWY3_Eukaryotic peptide chain.	proteomics_liver	MX2	sp|Q8BWY3|ERF1_MOUSE	Eukaryotic peptide chain release factor subunit 1  OS=Mus musculus (Mouse) GN=Etf1 PE=1 SV=4	Q8BWY3	-0.0377642764272785	0.594383193836968	0	-0.0338675661891372	0.526511687466667	0	0.826590040380897		0
P22907_Porphobilinogen deaminase	proteomics_liver	MX2	sp|P22907|HEM3_MOUSE	Porphobilinogen deaminase  OS=Mus musculus (Mouse) GN=Hmbs PE=1 SV=2	P22907	0.268118917835402	0.594585311608949	0	0.522633368395084	0.116691574706866	0	0.702102399134935		0
Q9D2R0_Acetoacetyl-CoA syntheta.	proteomics_liver	MX2	sp|Q9D2R0|AACS_MOUSE	Acetoacetyl-CoA synthetase  OS=Mus musculus (Mouse) GN=Aacs PE=1 SV=1	Q9D2R0	-0.0940162186269582	0.594585311608949	0	-0.223211664953048	0.0505493606016028	0	0.516144203907562		0
Q8BP40_Lysophosphatidic acid ph.	proteomics_liver	MX2	sp|Q8BP40|PPA6_MOUSE	Lysophosphatidic acid phosphatase type 6  OS=Mus musculus (Mouse) GN=Acp6 PE=1 SV=1	Q8BP40	0.0492524901798852	0.595600584940474	0	-0.116327920560579	0.0939708407591107	0	0.30091066141293		0
Q91WU0_Carboxylesterase 1F	proteomics_liver	MX2	sp|Q91WU0|CES1F_MOUSE	Carboxylesterase 1F  OS=Mus musculus (Mouse) GN=Ces1f PE=1 SV=1	Q91WU0	0.0376036897355618	0.598087193781092	0	-0.318858343422519	1.65124761096951e-05	1	0.241647669262753		0
P42225_Signal transducer and ac.	proteomics_liver	MX2	sp|P42225|STAT1_MOUSE	Signal transducer and activator of transcription 1  OS=Mus musculus (Mouse) GN=Stat1 PE=1 SV=1	P42225	-0.216794140576905	0.599010586877438	0	0.148311406440548	0.627037581180338	0	0.644745163804195		0
Q3UM45_Protein phosphatase 1 re.	proteomics_liver	MX2	sp|Q3UM45|PP1R7_MOUSE	Protein phosphatase 1 regulatory subunit 7  OS=Mus musculus (Mouse) GN=Ppp1r7 PE=1 SV=2	Q3UM45	-0.0348080655735679	0.599329128067739	0	0.167786289640748	0.00259849108718765	1	0.375334462316777		0
P60670_Nuclear protein localiza.	proteomics_liver	MX2	sp|P60670|NPL4_MOUSE	Nuclear protein localization protein 4 homolog  OS=Mus musculus (Mouse) GN=Nploc4 PE=1 SV=3	P60670	0.730999968954848	0.5999058176463	0	0.628016875307516	0.554613125285246	0	0.400382202246592		0
Q9CZ44_NSFL1 cofactor p47	proteomics_liver	MX2	sp|Q9CZ44|NSF1C_MOUSE	NSFL1 cofactor p47  OS=Mus musculus (Mouse) GN=Nsfl1c PE=1 SV=1	Q9CZ44	0.660257149093635	0.5999058176463	0	0.368853696857435	0.718962549333322	0	0.315274400312763		0
P28063_Proteasome subunit beta .	proteomics_liver	MX2	sp|P28063|PSB8_MOUSE	Proteasome subunit beta type-8  OS=Mus musculus (Mouse) GN=Psmb8 PE=1 SV=2	P28063	-0.280514322482453	0.5999058176463	0	2.22769214829539	3.76590745277898e-05	1	0.112487309741625		0
P21619_Lamin-B2	proteomics_liver	MX2	sp|P21619|LMNB2_MOUSE	Lamin-B2  OS=Mus musculus (Mouse) GN=Lmnb2 PE=1 SV=2	P21619	0.27732951248759	0.5999058176463	0	0.551788405700961	0.113459694565736	0	0.605667156717672		0
Q91WG0_Acylcarnitine hydrolase	proteomics_liver	MX2	sp|Q91WG0|EST2C_MOUSE	Acylcarnitine hydrolase  OS=Mus musculus (Mouse) GN=Ces2c PE=1 SV=1	Q91WG0	0.272758715438279	0.5999058176463	0	-1.42356365261346	0.0014984499617357	1	0.225364816497049		0
Q14DH7_Acyl-CoA synthetase shor.	proteomics_liver	MX2	sp|Q14DH7|ACSS3_MOUSE	Acyl-CoA synthetase short-chain family member 3, mitochondrial  OS=Mus musculus (Mouse) GN=Acss3 PE=1 SV=2	Q14DH7	-0.25332051609788	0.5999058176463	0	1.99882107478351	3.86324056987877e-05	1	0.272353093047409		0
P53657_Pyruvate kinase PKLR	proteomics_liver	MX2	sp|P53657|KPYR_MOUSE	Pyruvate kinase PKLR  OS=Mus musculus (Mouse) GN=Pklr PE=1 SV=1	P53657	-0.105236805270138	0.5999058176463	0	-0.178279777302741	0.185780688376729	0	0.696615216241959		0
P10833_Ras-related protein R-Ras	proteomics_liver	MX2	sp|P10833|RRAS_MOUSE	Ras-related protein R-Ras  OS=Mus musculus (Mouse) GN=Rras PE=1 SV=1	P10833	-0.0810816814231288	0.5999058176463	0	0.363534775412294	0.0043120616854191	1	0.388742613971262		0
P99024_Tubulin beta-5 chain	proteomics_liver	MX2	sp|P99024|TBB5_MOUSE	Tubulin beta-5 chain  OS=Mus musculus (Mouse) GN=Tubb5 PE=1 SV=1	P99024	-0.0646726545529717	0.5999058176463	0	0.0746097294890298	0.414725576037762	0	0.322226237808174		0
P70441_Na(+)/H(+) exchange regu.	proteomics_liver	MX2	sp|P70441|NHRF1_MOUSE	Na(+)/H(+) exchange regulatory cofactor NHE-RF1  OS=Mus musculus (Mouse) GN=Slc9a3r1 PE=1 SV=3	P70441	-0.0497262550601612	0.5999058176463	0	-0.0382017857110952	0.604326676603383	0	0.940295826045336		0
Q8K183_Pyridoxal kinase	proteomics_liver	MX2	sp|Q8K183|PDXK_MOUSE	Pyridoxal kinase  OS=Mus musculus (Mouse) GN=Pdxk PE=1 SV=1	Q8K183	-0.0464545362665731	0.5999058176463	0	-0.155636386692059	0.00508904638112368	1	0.671291364106917		0
Q91V92_ATP-citrate synthase	proteomics_liver	MX2	sp|Q91V92|ACLY_MOUSE	ATP-citrate synthase  OS=Mus musculus (Mouse) GN=Acly PE=1 SV=1	Q91V92	0.078025080863668	0.600198066026378	0	-0.283043921263818	0.016343910296135	1	0.78071735201757		0
Q9CZW5_Mitochondrial import rec.	proteomics_liver	MX2	sp|Q9CZW5|TOM70_MOUSE	Mitochondrial import receptor subunit TOM70  OS=Mus musculus (Mouse) GN=Tomm70 PE=1 SV=2	Q9CZW5	0.057055606582086	0.603552876049301	0	0.0252926245622902	0.787239479817776	0	0.685767947555312		0
Q8BTZ7_Mannose-1-phosphate guan.	proteomics_liver	MX2	sp|Q8BTZ7|GMPPB_MOUSE	Mannose-1-phosphate guanyltransferase beta  OS=Mus musculus (Mouse) GN=Gmppb PE=1 SV=1	Q8BTZ7	-0.277432971007258	0.603976787825224	0	0.24827918305542	0.530083609779529	0	0.763590108674434		0
P70280_Vesicle-associated membr.	proteomics_liver	MX2	sp|P70280|VAMP7_MOUSE	Vesicle-associated membrane protein 7  OS=Mus musculus (Mouse) GN=Vamp7 PE=1 SV=1	P70280	-0.0886814403187159	0.604449249861426	0	0.202814176238395	0.112443147584915	0	0.691118342362866		0
P62331_ADP-ribosylation factor 6	proteomics_liver	MX2	sp|P62331|ARF6_MOUSE	ADP-ribosylation factor 6  OS=Mus musculus (Mouse) GN=Arf6 PE=1 SV=2	P62331	-0.0538764298506429	0.604573786537795	0	0.107707504852968	0.161332842059843	0	0.75469417740196		0
Q63836_Selenium-binding protein.	proteomics_liver	MX2	sp|Q63836|SBP2_MOUSE	Selenium-binding protein 2  OS=Mus musculus (Mouse) GN=Selenbp2 PE=1 SV=2	Q63836	-0.582531094978943	0.606265735039694	0	-5.21964398412777	3.76730217685161e-11	1	0.612706073210528		0
Q8CCF0_U4/U6 small nuclear ribo.	proteomics_liver	MX2	sp|Q8CCF0|PRP31_MOUSE	U4/U6 small nuclear ribonucleoprotein Prp31  OS=Mus musculus (Mouse) GN=Prpf31 PE=1 SV=3	Q8CCF0	-0.22411477642968	0.606265735039694	0	0.0270329812396355	0.923049701546903	0	0.561274060427625		0
Q64442_Sorbitol dehydrogenase	proteomics_liver	MX2	sp|Q64442|DHSO_MOUSE	Sorbitol dehydrogenase  OS=Mus musculus (Mouse) GN=Sord PE=1 SV=3	Q64442	-0.0309202751665119	0.606265735039694	0	0.00779433775365845	0.850898568154554	0	0.806570795273208		0
Q07456_Protein AMBP	proteomics_liver	MX2	sp|Q07456|AMBP_MOUSE	Protein AMBP  OS=Mus musculus (Mouse) GN=Ambp PE=1 SV=2	Q07456	-0.0881447466187169	0.607275631799656	0	0.00329986924404579	0.964305671325852	0	0.649995506769265		0
Q9QYJ0_DnaJ homolog subfamily A.	proteomics_liver	MX2	sp|Q9QYJ0|DNJA2_MOUSE	DnaJ homolog subfamily A member 2  OS=Mus musculus (Mouse) GN=Dnaja2 PE=1 SV=1	Q9QYJ0	0.0496201289882308	0.607275631799656	0	-0.0457052603271251	0.521498405883808	0	0.260326352396171		0
Q9ES97_Reticulon-3	proteomics_liver	MX2	sp|Q9ES97|RTN3_MOUSE	Reticulon-3  OS=Mus musculus (Mouse) GN=Rtn3 PE=1 SV=2	Q9ES97	-0.0474802622170074	0.612236461126513	0	0.272361058088748	0.000868404945882977	1	0.441649327858035		0
Q99JY3_GTPase IMAP family membe.	proteomics_liver	MX2	sp|Q99JY3|GIMA4_MOUSE	GTPase IMAP family member 4  OS=Mus musculus (Mouse) GN=Gimap4 PE=1 SV=1	Q99JY3	0.260065290910603	0.612568232438752	0	0.793388869323408	0.0131823364290225	1	0.73333233647479		0
Q05920_Pyruvate carboxylase, mi.	proteomics_liver	MX2	sp|Q05920|PYC_MOUSE	Pyruvate carboxylase, mitochondrial  OS=Mus musculus (Mouse) GN=Pc PE=1 SV=1	Q05920	0.108309673361589	0.612568232438752	0	-0.0794969177430467	0.614420891999621	0	0.70090645021858		0
Q505D7_Optic atrophy 3 protein .	proteomics_liver	MX2	sp|Q505D7|OPA3_MOUSE	Optic atrophy 3 protein homolog  OS=Mus musculus (Mouse) GN=Opa3 PE=1 SV=1	Q505D7	0.362787853063011	0.613174424176626	0	0.839960058813602	0.0679505724202428	0	0.664699178567741		0
Q9QUR6_Prolyl endopeptidase	proteomics_liver	MX2	sp|Q9QUR6|PPCE_MOUSE	Prolyl endopeptidase  OS=Mus musculus (Mouse) GN=Prep PE=1 SV=1	Q9QUR6	0.0280458459083448	0.613520343894286	0	-0.615246912995524	6.55090579602826e-10	1	0.136955773402076		0
Q9EPU0_Regulator of nonsense tr.	proteomics_liver	MX2	sp|Q9EPU0|RENT1_MOUSE	Regulator of nonsense transcripts 1  OS=Mus musculus (Mouse) GN=Upf1 PE=1 SV=2	Q9EPU0	0.500200437252978	0.614371503873835	0	-0.501612545690442	0.491100927634663	0	0.672845801309079		0
P61079_Ubiquitin-conjugating en.	proteomics_liver	MX2	sp|P61079|UB2D3_MOUSE	Ubiquitin-conjugating enzyme E2 D3  OS=Mus musculus (Mouse) GN=Ube2d3 PE=1 SV=1	P61079	0.0926852954220436	0.614371503873835	0	0.149677130699864	0.225173547368422	0	0.636179776574573		0
O88544_COP9 signalosome complex.	proteomics_liver	MX2	sp|O88544|CSN4_MOUSE	COP9 signalosome complex subunit 4  OS=Mus musculus (Mouse) GN=Cops4 PE=1 SV=1	O88544	-0.0602242910390061	0.614371503873835	0	0.0798268698815576	0.361554261052983	0	0.515806988462422		0
P10605_Cathepsin B	proteomics_liver	MX2	sp|P10605|CATB_MOUSE	Cathepsin B  OS=Mus musculus (Mouse) GN=Ctsb PE=1 SV=2	P10605	-0.0426494448327297	0.614371503873835	0	0.0068177710200743	0.904922137923174	0	0.670368899170408		0
